filename,reg_id,type1,type2,Q,A
perda_provinsi_jawa_tengah_nomor_12_tahun_2003_11e452bd175a18608c4a313634313232.pdf,PERPROV_JATENG_2003_12,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Provinsi Jawa Tengah Nomor 12 Tahun 2003?,"UU_1950_10;
UU_1997_18;
UU_1999_22;
PP_2000_25;
PP_2001_76"
perda_provinsi_jawa_tengah_nomor_12_tahun_2003_11e452bd175a18608c4a313634313232.pdf,PERPROV_JATENG_2003_12,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Provinsi Jawa Tengah Nomor 12 Tahun 2003?,"UU_1950_10;
UU_1997_18;
UU_1999_22;
PP_2000_25;
PP_2001_76"
perda_provinsi_jawa_tengah_nomor_12_tahun_2003_11e452bd175a18608c4a313634313232.pdf,PERPROV_JATENG_2003_12,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Provinsi Jawa Tengah Nomor 12 Tahun 2003?,none
perda_provinsi_jawa_tengah_nomor_3_tahun_2010_11e452bd95758cd0bb83313634343533.pdf,PERPROV_JATENG_2010_3,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Provinsi Jawa Tengah Nomor 3 Tahun 2010?,"UU_1950_10;
UU_1999_41;
UU_2004_10;
UU_2009_28;
UU_2009_32;
PP_1999_7;
PP_2007_38;
PERPRES_2007_1;
PERPROV_JATENG_2008_4"
perda_provinsi_jawa_tengah_nomor_3_tahun_2010_11e452bd95758cd0bb83313634343533.pdf,PERPROV_JATENG_2010_3,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Provinsi Jawa Tengah Nomor 3 Tahun 2010?,"UU_1950_10;
UU_1999_41;
UU_2004_10;
UU_2009_28;
UU_2009_32;
PP_1999_7;
PP_2007_38;
PERPRES_2007_1;
PERPROV_JATENG_2008_4"
perda_provinsi_jawa_tengah_nomor_3_tahun_2010_11e452bd95758cd0bb83313634343533.pdf,PERPROV_JATENG_2010_3,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Provinsi Jawa Tengah Nomor 3 Tahun 2010?,none
bn197-2016.pdf,PERMEN_KEU_2016_17,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Keuangan Republik Indonesia Nomor 17 Tahun 2016?,"UU_2009_28;
UU_2014_23"
bn197-2016.pdf,PERMEN_KEU_2016_17,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Keuangan Republik Indonesia Nomor 17 Tahun 2016?,"UU_2009_28;
UU_2014_23"
bn197-2016.pdf,PERMEN_KEU_2016_17,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Menteri Keuangan Republik Indonesia Nomor 17 Tahun 2016?,none
perda_kabupaten_garut_nomor_9_tahun_2012_11e531ab1606ab24a1af303932343138.pdf,PERKAB_GARUT_2012_9,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Garut Nomor 9 Tahun 2012?,"UUD1945_1945_SECTION_18_6;
UU_1950_14;
UU_1974_8;
UU_1999_28;
UU_2011_12;
UU_2004_32;
UU_2004_33;
PP_1994_16;
PP_2005_79;
PP_2007_38;
PP_2007_41;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2007_57;
PERKAB_GARUT_2006_4;
PERKAB_GARUT_2008_14"
perda_kabupaten_garut_nomor_9_tahun_2012_11e531ab1606ab24a1af303932343138.pdf,PERKAB_GARUT_2012_9,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Kabupaten Garut Nomor 9 Tahun 2012?,"UUD1945_1945_SECTION_18_6;
UU_1950_14;
UU_1974_8;
UU_1999_28;
UU_2011_12;
UU_2004_32;
UU_2004_33;
PP_1994_16;
PP_2005_79;
PP_2007_38;
PP_2007_41;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2007_57;
PERKAB_GARUT_2006_4;
PERKAB_GARUT_2008_14"
perda_kabupaten_garut_nomor_9_tahun_2012_11e531ab1606ab24a1af303932343138.pdf,PERKAB_GARUT_2012_9,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Kabupaten Garut Nomor 9 Tahun 2012?,none
perda_kabupaten_indragiri_hilir_nomor_30_tahun_2010_11e57709ca12398c8cc8313630363033.pdf,PERKAB_INDRAGIRI_HILIR_2010_30,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Indragiri Hilir Nomor 30 Tahun 2010?,"UU_1965_6;
UU_2004_10;
UU_2004_33;
UU_2009_28;
PP_2007_38;
;
;
;"
perda_kabupaten_indragiri_hilir_nomor_30_tahun_2010_11e57709ca12398c8cc8313630363033.pdf,PERKAB_INDRAGIRI_HILIR_2010_30,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Kabupaten Indragiri Hilir Nomor 30 Tahun 2010?,"UU_1965_6;
UU_2004_10;
UU_2004_33;
UU_2009_28;
PP_2007_38;
;
;
;"
perda_kabupaten_indragiri_hilir_nomor_30_tahun_2010_11e57709ca12398c8cc8313630363033.pdf,PERKAB_INDRAGIRI_HILIR_2010_30,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Kabupaten Indragiri Hilir Nomor 30 Tahun 2010?,none
bn238-2018.pdf,PERMEN_ESDM_2018_6,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Nomor 6 Tahun 2018?,"UU_2011_12;
PERPRES_2015_68;
PERMEN_ESDM_2016_13"
bn238-2018.pdf,PERMEN_ESDM_2018_6,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Nomor 6 Tahun 2018?,"UU_2011_12;
PERPRES_2015_68;
PERMEN_ESDM_2016_13"
bn238-2018.pdf,PERMEN_ESDM_2018_6,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Nomor 6 Tahun 2018?,none
perda_kabupaten_bantul_nomor_19_tahun_2002_11e4f3a5de5bdaac8444313131303435.pdf,PERKAB_BANTUL_2002_19,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bantul Nomor 19 Tahun 2002?,"UU_1950_15;
UU_1997_18;
UU_1999_22;
UU_1999_28;
PP_1950_32;
PP_2000_25;
PP_2001_20;
PP_2001_65;
;
PERPROV_YOGYA_2002_1;"
perda_kabupaten_bantul_nomor_19_tahun_2002_11e4f3a5de5bdaac8444313131303435.pdf,PERKAB_BANTUL_2002_19,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Kabupaten Bantul Nomor 19 Tahun 2002?,"UU_1950_15;
UU_1997_18;
UU_1999_22;
UU_1999_28;
PP_1950_32;
PP_2000_25;
PP_2001_20;
PP_2001_65;
;
PERPROV_YOGYA_2002_1;"
perda_kabupaten_bantul_nomor_19_tahun_2002_11e4f3a5de5bdaac8444313131303435.pdf,PERKAB_BANTUL_2002_19,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Kabupaten Bantul Nomor 19 Tahun 2002?,none
perda_kabupaten_bengkayang_nomor_8_tahun_2011_11e576c8d372ac3c877b303832313031.pdf,PERKAB_BENGKAYANG_2011_8,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Kabupaten Bengkayang Nomor 8 Tahun 2011?,"UU_1999_10;
UU_2003_17;
UU_2004_1;
UU_2004_10;
UU_2004_15;
UU_2004_32;
UU_2004_33;
UU_2007_22;
UU_2008_2;
UU_2008_10;
UU_2009_27;
PP_1992_45;
PP_2005_56;
PP_2005_58;
PP_2005_79;
PP_2006_8;
PP_2009_5;
PP_2010_16;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2009_24;
PERMEN_DAGRI_2010_13"
perda_kabupaten_bengkayang_nomor_8_tahun_2011_11e576c8d372ac3c877b303832313031.pdf,PERKAB_BENGKAYANG_2011_8,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Kabupaten Bengkayang Nomor 8 Tahun 2011?,"UU_1999_10;
UU_2003_17;
UU_2004_1;
UU_2004_10;
UU_2004_15;
UU_2004_32;
UU_2004_33;
UU_2007_22;
UU_2008_2;
UU_2008_10;
UU_2009_27;
PP_1992_45;
PP_2005_56;
PP_2005_58;
PP_2005_79;
PP_2006_8;
PP_2009_5;
PP_2010_16;
PERMEN_DAGRI_2006_13;
PERMEN_DAGRI_2009_24;
PERMEN_DAGRI_2010_13"
perda_kabupaten_bengkayang_nomor_8_tahun_2011_11e576c8d372ac3c877b303832313031.pdf,PERKAB_BENGKAYANG_2011_8,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Kabupaten Bengkayang Nomor 8 Tahun 2011?,none
