filename,reg_id,type1,type2,Q,A,nQ
2018-30.pdf,PERWALI_BOGOR_2018_30,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERWALI_BOGOR_2018_1?,,4.0
2018-30.pdf,PERWALI_BOGOR_2018_30,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERWALI_BOGOR_2018_1?,,4.0
2018-30.pdf,PERWALI_BOGOR_2018_30,Q5,Q5.4,Apakah PERWALI_BOGOR_2018_1 mengalami perubahan?,Ya,4.0
pp1-2018bt.pdf,PP_2018_1,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 9 ayat 2 dalam PP_2009_5?,"Selain digunakan untuk melaksanakan 
pendidikan politik sebagaimana dimaksud pada 
ayat (1), bantuan keuangan kepada Partai Politik 
juga digunakan untuk operasional sekretariat 
Partai Politik.",4.0
pp1-2018bt.pdf,PP_2018_1,Q5,Q5.2,Apa saja pasal yang dihapus dalam PP_2009_5?,,4.0
pp1-2018bt.pdf,PP_2018_1,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PP_2009_5?,,4.0
pp1-2018bt.pdf,PP_2018_1,Q5,Q5.4,Apakah PP_2009_5 mengalami perubahan?,Ya,4.0
bn2-2018.pdf,PERMEN_KEU_2018_1,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 15 ayat 1 dalam PERMEN_KEU_2014_206?,"Kepala Kantor Pengelolaan DRC merupakan jabatan 
struktural eselon III.a atau merupakan jabatan 
administrator.",4.0
bn2-2018.pdf,PERMEN_KEU_2018_1,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KEU_2014_206?,,4.0
bn2-2018.pdf,PERMEN_KEU_2018_1,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KEU_2014_206?,,4.0
bn2-2018.pdf,PERMEN_KEU_2018_1,Q5,Q5.4,Apakah PERMEN_KEU_2014_206 mengalami perubahan?,Ya,4.0
bn38-2016.pdf,PERATURAN_LKPP_2018_1,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 16 dalam PERATURAN_LKPP_2014_11?,"Sekretariat sebagaimana dimaksud dalam Pasal 10 ayat 
(2) memiliki persyaratan sebagai berikut: 
a. Pegawai LKPP; 
b. pendidikan paling rendah S1 (Strata-Satu) atau 
sederajat; dan 
c. memiliki integritas.",4.0
bn38-2016.pdf,PERATURAN_LKPP_2018_1,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERATURAN_LKPP_2014_11?,,4.0
bn38-2016.pdf,PERATURAN_LKPP_2018_1,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERATURAN_LKPP_2014_11?,,4.0
bn38-2016.pdf,PERATURAN_LKPP_2018_1,Q5,Q5.4,Apakah PERATURAN_LKPP_2014_11 mengalami perubahan?,Ya,4.0
bn65-2018.pdf,PERMEN_DAG_2018_06,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 20 ayat 2 dalam PERMEN_DAG_11_77?,"Ban yang diimpor tidak sesuai dengan ketentuan 
dalam Peraturan Menteri ini wajib ditarik kembali 
dari peredaran dan dimusnahkan oleh importir.",4.0
bn65-2018.pdf,PERMEN_DAG_2018_06,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_11_77?,,4.0
bn65-2018.pdf,PERMEN_DAG_2018_06,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_11_77?,"Pasal 13A ayat 1;
Pasal 13A ayat 2;
Pasal 13A ayat 3;
Pasal 13A ayat 4;
Pasal 13A ayat 5;
Pasal 18A;
Pasal 23A;
Pasal 26A;
Pasal 26A ayat V0;
Pasal 26A ayat V1",4.0
bn65-2018.pdf,PERMEN_DAG_2018_06,Q5,Q5.4,Apakah PERMEN_DAG_11_77 mengalami perubahan?,Ya,4.0
bn110-2018.pdf,PERMEN_DAG_2018_23,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 7 ayat 2 dalam PERMEN_DAG_12_74?,"Surat Keterangan Rekapitulasi Izin Tipe UTTP Asal 
Impor sebagaimana dimaksud pada ayat (1) 
diteruskan secara daring ke portal Indonesia 
National Single Window (INSW).",4.0
bn110-2018.pdf,PERMEN_DAG_2018_23,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_12_74?,,4.0
bn110-2018.pdf,PERMEN_DAG_2018_23,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_12_74?,"Pasal 7A ayat 1;
Pasal 7A ayat 2;
Pasal 12A ayat 1;
Pasal 12A ayat 2;
Pasal 12B ayat 1;
Pasal 12B ayat 2;
Pasal 12C",4.0
bn110-2018.pdf,PERMEN_DAG_2018_23,Q5,Q5.4,Apakah PERMEN_DAG_12_74 mengalami perubahan?,Ya,4.0
bn108-2018.pdf,PERMEN_DAG_2018_20,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 5 ayat 2 dalam PERMEN_DAG_8_59?,"Direktur Ekspor atas nama Direktur Jenderal 
menerbitkan Persetujuan Ekspor paling lama 2 (dua) 
hari kerja terhitung sejak tanggal permohonan 
sebagaimana dimaksud pada ayat (1) diterima secara 
lengkap dan benar.",4.0
bn108-2018.pdf,PERMEN_DAG_2018_20,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_8_59?,,4.0
bn108-2018.pdf,PERMEN_DAG_2018_20,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_8_59?,"Pasal 6A ayat 1;
Pasal 6A ayat 2;
Pasal 6A ayat 3;
Pasal 6B ayat 1;
Pasal 6B ayat 2;
Pasal 6B ayat 3;
Pasal 13A ayat 1;
Pasal 13A ayat 2;
Pasal 13A ayat 3;
Pasal 13B ayat 1;
Pasal 13B ayat 2;
Pasal 13B ayat 3;
Pasal 20A ayat 1;
Pasal 20A ayat 2;
Pasal 20A ayat 3;
Pasal 20A ayat 4;
Pasal 20A ayat 5;
Pasal 27A ayat 1;
Pasal 27A ayat 2;
Pasal 27A ayat 3;
Pasal 27A ayat 4",4.0
bn108-2018.pdf,PERMEN_DAG_2018_20,Q5,Q5.4,Apakah PERMEN_DAG_8_59 mengalami perubahan?,Ya,4.0
bn109-2018.pdf,PERMEN_DAG_2018_22,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 7 ayat 2 dalam PERMEN_DAG_12_82?,"Untuk memperoleh perubahan Persetujuan Impor 
sebagaimana dimaksud pada ayat (1), importir Besi 
atau Baja, Baja Paduan, dan Produk Turunannya 
harus mengajukan permohonan secara elektronik 
kepada Direktur Jenderal, dengan melampirkan 
dokumen: 
a. dokumen yang mengalami perubahan 
sebagaimana dimaksud pada ayat (1); dan 
b. Persetujuan Impor.",4.0
bn109-2018.pdf,PERMEN_DAG_2018_22,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_12_82?,,4.0
bn109-2018.pdf,PERMEN_DAG_2018_22,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_12_82?,"Pasal 12A ayat 1;
Pasal 12A ayat 2;
Pasal 12A ayat 3;
Pasal 12A ayat 4;
Pasal 12A ayat 5;
Pasal 12B ayat 1;
Pasal 12B ayat 2;
Pasal 12B ayat 3;
Pasal 17A",4.0
bn109-2018.pdf,PERMEN_DAG_2018_22,Q5,Q5.4,Apakah PERMEN_DAG_12_82 mengalami perubahan?,Ya,4.0
bn94-2018.pdf,PERMEN_DAG_2018_18,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 12 ayat 3 dalam PERMEN_DAG_10_84?,"Terhadap Barang Berbasis Sistem Pendingin yang 
diimpor tidak sesuai dengan ketentuan dalam 
Peraturan Menteri ini wajib ditarik kembali dan 
dimusnahkan oleh importir.",4.0
bn94-2018.pdf,PERMEN_DAG_2018_18,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_10_84?,,4.0
bn94-2018.pdf,PERMEN_DAG_2018_18,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_10_84?,"Pasal 6A ayat 1;
Pasal 6A ayat 2;
Pasal 6A ayat 3;
Pasal 6A ayat 4;
Pasal 6A ayat 5;
Pasal 9A ayat 1;
Pasal 9A ayat 2;
Pasal 9A ayat 3",4.0
bn94-2018.pdf,PERMEN_DAG_2018_18,Q5,Q5.4,Apakah PERMEN_DAG_10_84 mengalami perubahan?,Ya,4.0
bn92-2018.pdf,PERMEN_DAG_2018_16,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 1 dalam PERMEN_DAG_5_30?,"Dalam Peraturan Menteri ini yang dimaksud dengan: 
1. Hortikultura adalah segala hal yang berkaitan 
dengan buah, sayuran, bahan obat nabati, dan 
florikultura, termasuk di dalamnya jamur, lumut, 
dan tanaman air yang berfungsi sebagai 
sayuran, bahan obat nabati, dan/atau 
bahan estetika. 
2. Produk Hortikultura adalah semua hasil yang 
berasal dari tanaman hortikultura yang masih segar 
atau yang telah diolah. 
3. Produk Hortikultura Segar adalah pangan asal 
tumbuhan berupa produk yang dihasilkan pada 
proses pasca panen untuk konsumsi atau bahan 
baku industri, dan atau produk yang mengalami 
proses secara minimal. 
4. Impor adalah kegiatan memasukkan barang ke 
dalam Daerah Pabean. 
5. Angka Pengenal Importir Umum yang selanjutnya 
disingkat API-U adalah tanda pengenal sebagai 
Importir Umum. 
6. Angka Pengenal Importir Produsen yang selanjutnya 
disingkat API-P adalah tanda pengenal sebagai 
Importir Produsen. 
7. Persetujuan Impor adalah izin impor Produk 
Hortikultura. 
8. Label adalah setiap keterangan mengenai Produk 
Hortikultura yang berbentuk gambar, tulisan, 
kombinasi keduanya, atau bentuk lain yang memuat 
informasi tentang produk dan keterangan pelaku 
usaha serta informasi lainnya sesuai 
dengan ketentuan peraturan perundang-undangan 
yang berlaku, yang disertakan pada produk, 
dimasukkan ke dalam, ditempelkan pada, atau 
merupakan bagian kemasan. 
9. Logo Tara Pangan adalah penandaan yang 
menunjukkan bahwa suatu kemasan pangan aman 
digunakan untuk pangan. 
10. Kode Daur Ulang adalah penandaan yang 
menunjukkan bahwa suatu kemasan pangan dapat 
didaur ulang. 
11. Kemasan adalah bahan yang digunakan untuk 
mewadahi dan atau membungkus Produk 
Hortikultura, baik yang bersentuhan langsung 
maupun tidak. 
12. Rekomendasi Impor Produk Hortikultura, yang 
selanjutnya disingkat RIPH adalah keterangan 
tertulis yang menyatakan Produk Hortikultura 
memenuhi persyaratan administrasi dan teknis yang 
diterbitkan oleh Kementerian Pertanian. 
13. Distributor adalah pelaku usaha distribusi barang 
yang bertindak atas namanya sendiri dan atas 
penunjukan atau tidak atas penunjukan 
dari produsen atau supplier atau importir 
berdasarkan perjanjian untuk melakukan kegiatan 
distribusi barang. 
14. Badan Usaha Milik Negara yang selanjutnya 
disingkat BUMN adalah badan usaha yang seluruh 
atau sebagian besar modalnya dimiliki oleh Negara 
melalui penyertaan langsung yang berasal dari 
kekayaan Negara yang dipisahkan. 
15. Verifikasi atau Penelusuran Teknis adalah penelitian 
dan pemeriksaan teknis atas barang impor yang 
dilakukan oleh surveyor. 
16. Surveyor adalah perusahaan survey yang mendapat 
otorisasi untuk melakukan Verifikasi atau 
penelusuran teknis barang impor. 
17. Kawasan Pabean adalah kawasan dengan batas-
batas tertentu di pelabuhan laut, bandar udara, 
atau tempat lain yang ditetapkan untuk lalu lintas 
barang yang sepenuhnya berada di bawah 
pengawasan Direktorat Jenderal Bea dan Cukai. 
18. Menteri adalah menteri yang menyelenggarakan 
urusan pemerintahan di bidang perdagangan. 
19. Direktur Jenderal adalah Direktur Jenderal 
Perdagangan Luar Negeri, Kementerian 
Perdagangan. 
20. Direktur adalah Direktur Impor Direktorat Jenderal 
Perdagangan Luar Negeri, Kementerian 
Perdagangan.",4.0
bn92-2018.pdf,PERMEN_DAG_2018_16,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_5_30?,,4.0
bn92-2018.pdf,PERMEN_DAG_2018_16,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_5_30?,"Pasal 17A ayat 1;
Pasal 17A ayat 2;
Pasal 17A ayat 3;
Pasal 17A ayat 4;
Pasal 17A ayat 5",4.0
bn92-2018.pdf,PERMEN_DAG_2018_16,Q5,Q5.4,Apakah PERMEN_DAG_5_30 mengalami perubahan?,Ya,4.0
bn91-2018.pdf,PERMEN_DAG_2018_15,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 59 ayat 1 dalam PERMEN_DAG_4_24?,"Menteri memerintahkan Pelaku Usaha 
sebagaimana dimaksud dalam Pasal 57 ayat (1) dan 
pasal 58 huruf a untuk melakukan penarikan 
Barang dari peredaran dan pemusnahan Barang.",4.0
bn91-2018.pdf,PERMEN_DAG_2018_15,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_4_24?,,4.0
bn91-2018.pdf,PERMEN_DAG_2018_15,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_4_24?,"Pasal 8A ayat 1;
Pasal 8A ayat 2;
Pasal 8A ayat 3;
Pasal 8B ayat 1;
Pasal 8B ayat 2;
Pasal 9A;
Pasal 20A ayat 1;
Pasal 20A ayat 2;
Pasal 20A ayat 3;
Pasal 59A ayat 1;
Pasal 59A ayat 2;
Pasal 59B",4.0
bn91-2018.pdf,PERMEN_DAG_2018_15,Q5,Q5.4,Apakah PERMEN_DAG_4_24 mengalami perubahan?,Ya,4.0
bpk1-2018.pdf,PERATURAN_BPK_2018_1,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 39 ayat 1 dalam PERATURAN_BPK_2016_2?,"BPK memantau pelaksanaan tindak lanjut 
rekomendasi Hasil Pemeriksaan.",4.0
bpk1-2018.pdf,PERATURAN_BPK_2018_1,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERATURAN_BPK_2016_2?,,4.0
bpk1-2018.pdf,PERATURAN_BPK_2018_1,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERATURAN_BPK_2016_2?,"Pasal 26A;
Pasal 29A;
Pasal 39 ayat 2A",4.0
bpk1-2018.pdf,PERATURAN_BPK_2018_1,Q5,Q5.4,Apakah PERATURAN_BPK_2016_2 mengalami perubahan?,Ya,4.0
bn69-2018.pdf,PERMEN_DAG_2018_10,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 5 dalam PERMEN_DAG_1_06?,"LS sebagaimana dimaksud pada ayat (4) harus 
memuat pernyataan kebenaran atas hasil Verifikasi 
atau Penelusuran Teknis dan menjadi tanggung 
jawab penuh Surveyor.",4.0
bn69-2018.pdf,PERMEN_DAG_2018_10,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_1_06?,,4.0
bn69-2018.pdf,PERMEN_DAG_2018_10,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_1_06?,"Pasal 3A ayat 1;
Pasal 3A ayat 2;
Pasal 3A ayat 3;
Pasal 3A ayat 4;
Pasal 3A ayat 5;
Pasal 3B ayat 1;
Pasal 3B ayat 2;
Pasal 3B ayat 3;
Pasal 7A",4.0
bn69-2018.pdf,PERMEN_DAG_2018_10,Q5,Q5.4,Apakah PERMEN_DAG_1_06 mengalami perubahan?,Ya,4.0
bn68-2018.pdf,PERMEN_DAG_2018_09,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 5 ayat 2 dalam PERMEN_DAG_9_40?,"Biaya atas pelaksanaan penarikan kembali dari 
peredaran dan pemusnahan sebagaimana dimaksud 
pada ayat (1) ditanggung oleh Importir.",4.0
bn68-2018.pdf,PERMEN_DAG_2018_09,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_DAG_9_40?,,4.0
bn68-2018.pdf,PERMEN_DAG_2018_09,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_DAG_9_40?,"Pasal 3A ayat 1;
Pasal 3A ayat 2;
Pasal 3A ayat 3;
Pasal 3A ayat 4;
Pasal 3A ayat 5;
Pasal 9A ayat 1;
Pasal 9A ayat 2;
Pasal 9A ayat 3",4.0
bn68-2018.pdf,PERMEN_DAG_2018_09,Q5,Q5.4,Apakah PERMEN_DAG_9_40 mengalami perubahan?,Ya,4.0
