filename,reg_id,type1,type2,Q,A
bn773-2015.pdf,PERATURAN_BAWASLU_2015_2,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERATURAN_BAWASLU_2014_11?,"Pasal 4 ayat 5A;
Pasal 6 ayat 5A;
Pasal 41A ayat 1;
Pasal 41A ayat 2;
Pasal 41B"
bn773-2015.pdf,PERATURAN_BAWASLU_2015_2,Q5,Q5.4,Apakah PERATURAN_BAWASLU_2014_11 mengalami perubahan?,Ya
bn1450-2017.pdf,PERMEN_KOMINFO_2017_21,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 7 dalam PERMEN_KOMINFO_2016_12?,"Registrasi sendiri melalui laman situs Penyelenggara Jasa 
Telekomunikasi sebagaimana dimaksud dalam Pasal 4 
ayat (2) huruf b dilakukan oleh calon Pelanggan Prabayar 
dengan tahapan sebagai berikut: 
a. calon Pelanggan Prabayar mengisi dan mengirimkan 
Nomor MSISDN yang akan didaftarkan pada laman 
situs milik Penyelenggara Jasa Telekomunikasi; 
b. setelah pengiriman Nomor MSISDN berhasil, 
Penyelenggara Jasa Telekomunikasi mengirimkan 
kode otorisasi yang dapat berupa One-Time 
Password ke Nomor MSISDN calon Pelanggan 
Prabayar yang akan didaftarkan; 
c. setelah menerima kode otorisasi sebagaimana 
dimaksud dalam huruf b, calon Pelanggan Prabayar 
mengirimkan kembali: 
1. kode otorisasi; 
2. NIK; dan 
3. nomor Kartu Keluarga. 
d. setelah menerima data dari calon Pelanggan 
Prabayar, Penyelenggara Jasa Telekomunikasi 
melakukan Validasi; 
e. dalam hal data yang dimasukkan oleh calon 
Pelanggan Prabayar tervalidasi, proses Registrasi 
dinyatakan berhasil; dan 
f. dalam hal data yang dimasukkan tidak tervalidasi, 
calon Pelanggan Prabayar diberikan kesempatan 
untuk melakukan Registrasi kembali paling banyak 
5 (lima) kali."
bn1450-2017.pdf,PERMEN_KOMINFO_2017_21,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KOMINFO_2016_12?,
bn1450-2017.pdf,PERMEN_KOMINFO_2017_21,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KOMINFO_2016_12?,
bn1450-2017.pdf,PERMEN_KOMINFO_2017_21,Q5,Q5.4,Apakah PERMEN_KOMINFO_2016_12 mengalami perubahan?,Ya
pp64-2008.pdf,PP_2008_64,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 63 ayat 3 dalam PP_2004_54?,"Belanja pemeliharaan rumah jabatan dan/atau rumah 
dinas beserta perlengkapannya sebagaimana dimaksud 
pada ayat (1) dan ayat (2) dibebankan pada APBD."
pp64-2008.pdf,PP_2008_64,Q5,Q5.2,Apa saja pasal yang dihapus dalam PP_2004_54?,
pp64-2008.pdf,PP_2008_64,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PP_2004_54?,"Pasal 63A ayat 1;
Pasal 63A ayat 2;
Pasal 64A ayat 1;
Pasal 64A ayat 2;
Pasal 64B ayat 1;
Pasal 64B ayat 2;
Pasal 67A"
pp64-2008.pdf,PP_2008_64,Q5,Q5.4,Apakah PP_2004_54 mengalami perubahan?,Ya
pp64-2008.pdf,PP_2008_64,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 60 ayat 2 dalam PP_2004_54?,"Kepada Pimpinan dan Anggota Kelompok Kerja diberikan 
Tunjangan Kelompok Kerja."
pp64-2008.pdf,PP_2008_64,Q5,Q5.2,Apa saja pasal yang dihapus dalam PP_2004_54?,
pp64-2008.pdf,PP_2008_64,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PP_2004_54?,"Pasal 63A ayat 1;
Pasal 63A ayat 2;
Pasal 64A ayat 1;
Pasal 64A ayat 2;
Pasal 64B ayat 1;
Pasal 64B ayat 2;
Pasal 67A"
pp64-2008.pdf,PP_2008_64,Q5,Q5.4,Apakah PP_2004_54 mengalami perubahan?,Ya
bn110-2011.pdf,PERMEN_KEU_2011_31,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 ayat 1 dalam PERMEN_KEU_2007_36?,"Rumah Sederhana dan Rumah Sangat Sederhana yang dibebaskan dari
pengenaan Pajak Pertambahan Nilai sebagaimana dimaksud dalam Pasal 1
adalah rumah yang perolehannya secara tunai ataupun dibiayai melalui
fasilitas kredit bersubsidi maupun tidak bersubsidi, atau melalui
pembiayaan berdasarkan prinsip syariah, yang memenuhi ketentuan:
a. luas bangunan tidak melebihi 36 m2 (tiga puluh enam meter persegi);
b. harga jual tidak melebihi Rp70.000.000,00 (tujuh puluh juta rupiah);
dan
c. merupakan rumah pertama yang dimiliki, digunakan sendiri sebagai
tempat tinggal dan tidak dipindahtangankan dalam jangka waktu 5
(lima) tahun sejak dimiliki."
bn110-2011.pdf,PERMEN_KEU_2011_31,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KEU_2007_36?,
bn110-2011.pdf,PERMEN_KEU_2011_31,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KEU_2007_36?,
bn110-2011.pdf,PERMEN_KEU_2011_31,Q5,Q5.4,Apakah PERMEN_KEU_2007_36 mengalami perubahan?,Ya
bn357-2011.pdf,PERMEN_KEU_2011_91,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 2 ayat 2 dalam PERMEN_KEU_2009_229?,"Subsidi Bunga diberikan kepada PDAM sebesar selisih antara BI rate
dengan bunga kredit investasi yang disepakati oleh Bank Pemberi
Kredit dan PDAM, paling tinggi sebesar 5 (lima persen)."
bn357-2011.pdf,PERMEN_KEU_2011_91,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KEU_2009_229?,
bn357-2011.pdf,PERMEN_KEU_2011_91,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KEU_2009_229?,
bn357-2011.pdf,PERMEN_KEU_2011_91,Q5,Q5.4,Apakah PERMEN_KEU_2009_229 mengalami perubahan?,Ya
perda_kabupaten_bantul_nomor_5_tahun_2002_11e4f3a5aecac9c4be62313130393235.pdf,PERKAB_BANTUL_2002_05,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 61 ayat 7 dalam PERKAB_BANTUL_2001_13?,"Jasa produksi sebagaimana dimaksud ayat (1) huruf e dipergunakan untuk pemberian jasa bagi 
pengurus dan pegawai, yang pelaksanaannya ditetapkan oleh Direksi setelah mendapatkan 
pertimbangan Dewan Pengawas dan persetujuan Bupati."
perda_kabupaten_bantul_nomor_5_tahun_2002_11e4f3a5aecac9c4be62313130393235.pdf,PERKAB_BANTUL_2002_05,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKAB_BANTUL_2001_13?,
perda_kabupaten_bantul_nomor_5_tahun_2002_11e4f3a5aecac9c4be62313130393235.pdf,PERKAB_BANTUL_2002_05,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKAB_BANTUL_2001_13?,
perda_kabupaten_bantul_nomor_5_tahun_2002_11e4f3a5aecac9c4be62313130393235.pdf,PERKAB_BANTUL_2002_05,Q5,Q5.4,Apakah PERKAB_BANTUL_2001_13 mengalami perubahan?,Ya
uu2-2018bt.pdf,UU_2018_2,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 73 ayat 4 dalam UU_2014_17?,"Panggilan paksa sebagaimana dimaksud pada 
ayat (3) dilaksanakan dengan ketentuan sebagai 
berikut: 
a. Pimpinan DPR mengajukan permintaan 
secara tertulis kepada Kepala Kepolisian 
Negara Republik Indonesia paling sedikit 
memuat dasar dan alasan pemanggilan 
paksa serta nama dan alamat setiap orang 
yang dipanggil paksa; 
b. Kepolisian Negara Republik Indonesia wajib 
memenuhi permintaan sebagaimana 
dimaksud pada huruf a; dan 
c. Kepala Kepolisian Negara Republik Indonesia 
memerintahkan Kepala Kepolisian Daerah di 
tempat domisili setiap orang yang dipanggil 
paksa untuk dihadirkan memenuhi 
panggilan DPR sebagaimana dimaksud pada 
ayat (1)."
uu2-2018bt.pdf,UU_2018_2,Q5,Q5.2,Apa saja pasal yang dihapus dalam UU_2014_17?,
uu2-2018bt.pdf,UU_2018_2,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam UU_2014_17?,"Pasal 112B ayat 1;
Pasal 112B ayat 2;
Pasal 112C ayat 1;
Pasal 112C ayat 2;
Pasal 112C ayat 3;
Pasal 112D ayat 1;
Pasal 112D ayat 2;
Pasal 112D ayat 3;
Pasal 112D ayat 4;
Pasal 112E;
Pasal 112F;
Pasal 112G;
Pasal 121A;
Pasal 122A;
Pasal 122B;
Pasal 180A;
Pasal 413A ayat 1;
Pasal 413A ayat 2;
Pasal 413A ayat 3;
Pasal 427A;
Pasal 427B ayat 1;
Pasal 427B ayat 2;
Pasal 427C ayat 1;
Pasal 427C ayat 2;
Pasal 427D ayat 1;
Pasal 427D ayat 2;
Pasal 427E ayat 1;
Pasal 427E ayat 2"
uu2-2018bt.pdf,UU_2018_2,Q5,Q5.4,Apakah UU_2014_17 mengalami perubahan?,Ya
bn638-2014.pdf,PERMEN_PERIN_5_30,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 3 dalam PERMEN_PERIN_12_116?,"Direktorat Jenderal Basis Industri Manufaktur melakukan
pembinaan terhadap industri Kabel yang tidak memenuhi
ketentuan SNI Kabel secara wajib berdasarkan hasil pengawasan
berkala sebagaimana dimaksud pada ayat (2) huruf a angka 1."
bn638-2014.pdf,PERMEN_PERIN_5_30,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_12_116?,
bn638-2014.pdf,PERMEN_PERIN_5_30,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_PERIN_12_116?,
bn638-2014.pdf,PERMEN_PERIN_5_30,Q5,Q5.4,Apakah PERMEN_PERIN_12_116 mengalami perubahan?,Ya
uu28-2007.pdf,UU_2007_28,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 29 ayat 3 dalam UU_1983_6?,"Wajib . . .
- 44 -
(3) Wajib Pajak yang diperiksa wajib:
a. memperlihatkan dan/atau meminjamkan buku atau
catatan, dokumen yang menjadi dasarnya, dan
dokumen lain yang berhubungan dengan
penghasilan yang diperoleh, kegiatan usaha,
pekerjaan bebas Wajib Pajak, atau objek yang
terutang pajak;
b. memberikan kesempatan untuk memasuki tempat
atau ruang yang dipandang perlu dan memberi
bantuan guna kelancaran pemeriksaan; dan/atau
c. memberikan keterangan lain yang diperlukan."
uu28-2007.pdf,UU_2007_28,Q5,Q5.2,Apa saja pasal yang dihapus dalam UU_1983_6?,
uu28-2007.pdf,UU_2007_28,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam UU_1983_6?,"Pasal 17E;
Pasal 17E ayat V0;
Pasal 17E ayat V1;
Pasal 17E ayat V2;
Pasal 17E ayat V3;
Pasal 17E ayat V4;
Pasal 17E ayat V5;
Pasal 17E ayat V6;
Pasal 17E ayat V7;
Pasal 36C;
Pasal 36D;
Pasal 2 ayat 4A;
Pasal 2A;
Pasal 3 ayat 1A;
Pasal 3 ayat 1B;
Pasal 3 ayat 3A;
Pasal 3 ayat 3B;
Pasal 3 ayat 3C;
Pasal 3 ayat 5A;
Pasal 3 ayat 7A;
Pasal 4 ayat 4A;
Pasal 4 ayat 4B;
Pasal 8 ayat 1A;
Pasal 8 ayat 2A;
Pasal 9 ayat 2A;
Pasal 9 ayat 2B;
Pasal 9 ayat 3A;
Pasal 10 ayat 1A;
Pasal 11 ayat 1A;
Pasal 13A;
Pasal 13A ayat V0;
Pasal 13A ayat V1;
Pasal 17A ayat 1;
Pasal 17A ayat 2;
Pasal 17B ayat 1;
Pasal 17B ayat 1A;
Pasal 17B ayat 2;
Pasal 17B ayat 3;
Pasal 17B ayat 4;
Pasal 17C ayat 1;
Pasal 17C ayat 2;
Pasal 17C ayat 3;
Pasal 17C ayat 4;
Pasal 17C ayat 5;
Pasal 17C ayat 6;
Pasal 17C ayat 7;
Pasal 17D ayat 1;
Pasal 17D ayat 2;
Pasal 17D ayat 3;
Pasal 17D ayat 4;
Pasal 17D ayat 5;
Pasal 21 ayat 3A;
Pasal 25 ayat 3A;
Pasal 26A ayat 1;
Pasal 26A ayat 2;
Pasal 26A ayat 3;
Pasal 26A ayat 4;
Pasal 27 ayat 4A;
Pasal 27 ayat 5A;
Pasal 27 ayat 5B;
Pasal 27 ayat 5C;
Pasal 27 ayat 5D;
Pasal 27A ayat 1;
Pasal 27A ayat 1A;
Pasal 27A ayat 2;
Pasal 27A ayat 3;
Pasal 29 ayat 3A;
Pasal 29 ayat 3B;
Pasal 29A;
Pasal 32 ayat 3A;
Pasal 34 ayat 2A;
Pasal 35A ayat 1;
Pasal 35A ayat 2;
Pasal 36 ayat 1A;
Pasal 36 ayat 1B;
Pasal 36 ayat 1C;
Pasal 36 ayat 1D;
Pasal 36 ayat 1E;
Pasal 36A ayat 1;
Pasal 36A ayat 2;
Pasal 36A ayat 3;
Pasal 36A ayat 4;
Pasal 36A ayat 5;
Pasal 36B ayat 1;
Pasal 36B ayat 2;
Pasal 36B ayat 3;
Pasal 36D ayat 1;
Pasal 36D ayat 2;
Pasal 36D ayat 3;
Pasal 37A ayat 1;
Pasal 37A ayat 2;
Pasal 39A;
Pasal 41A;
Pasal 41C ayat 1;
Pasal 41C ayat 2;
Pasal 41C ayat 3;
Pasal 41C ayat 4;
Pasal 43A ayat 1;
Pasal 43A ayat 2;
Pasal 43A ayat 3;
Pasal 43A ayat 4;
Pasal 44B ayat 1;
Pasal 44B ayat 2;
Pasal 44B ayat 2 ayat V0;
Pasal 44B ayat 2 ayat V1;
Pasal 44B ayat 2 ayat V2;
Pasal 44B ayat 2 ayat V3"
uu28-2007.pdf,UU_2007_28,Q5,Q5.4,Apakah UU_1983_6 mengalami perubahan?,Ya
uu28-2007.pdf,UU_2007_28,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 28 ayat 6 dalam UU_1983_6?,"Perubahan terhadap metode pembukuan dan/atau
tahun buku harus mendapat persetujuan dari Direktur
Jenderal Pajak."
uu28-2007.pdf,UU_2007_28,Q5,Q5.2,Apa saja pasal yang dihapus dalam UU_1983_6?,
uu28-2007.pdf,UU_2007_28,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam UU_1983_6?,"Pasal 17E;
Pasal 17E ayat V0;
Pasal 17E ayat V1;
Pasal 17E ayat V2;
Pasal 17E ayat V3;
Pasal 17E ayat V4;
Pasal 17E ayat V5;
Pasal 17E ayat V6;
Pasal 17E ayat V7;
Pasal 36C;
Pasal 36D;
Pasal 2 ayat 4A;
Pasal 2A;
Pasal 3 ayat 1A;
Pasal 3 ayat 1B;
Pasal 3 ayat 3A;
Pasal 3 ayat 3B;
Pasal 3 ayat 3C;
Pasal 3 ayat 5A;
Pasal 3 ayat 7A;
Pasal 4 ayat 4A;
Pasal 4 ayat 4B;
Pasal 8 ayat 1A;
Pasal 8 ayat 2A;
Pasal 9 ayat 2A;
Pasal 9 ayat 2B;
Pasal 9 ayat 3A;
Pasal 10 ayat 1A;
Pasal 11 ayat 1A;
Pasal 13A;
Pasal 13A ayat V0;
Pasal 13A ayat V1;
Pasal 17A ayat 1;
Pasal 17A ayat 2;
Pasal 17B ayat 1;
Pasal 17B ayat 1A;
Pasal 17B ayat 2;
Pasal 17B ayat 3;
Pasal 17B ayat 4;
Pasal 17C ayat 1;
Pasal 17C ayat 2;
Pasal 17C ayat 3;
Pasal 17C ayat 4;
Pasal 17C ayat 5;
Pasal 17C ayat 6;
Pasal 17C ayat 7;
Pasal 17D ayat 1;
Pasal 17D ayat 2;
Pasal 17D ayat 3;
Pasal 17D ayat 4;
Pasal 17D ayat 5;
Pasal 21 ayat 3A;
Pasal 25 ayat 3A;
Pasal 26A ayat 1;
Pasal 26A ayat 2;
Pasal 26A ayat 3;
Pasal 26A ayat 4;
Pasal 27 ayat 4A;
Pasal 27 ayat 5A;
Pasal 27 ayat 5B;
Pasal 27 ayat 5C;
Pasal 27 ayat 5D;
Pasal 27A ayat 1;
Pasal 27A ayat 1A;
Pasal 27A ayat 2;
Pasal 27A ayat 3;
Pasal 29 ayat 3A;
Pasal 29 ayat 3B;
Pasal 29A;
Pasal 32 ayat 3A;
Pasal 34 ayat 2A;
Pasal 35A ayat 1;
Pasal 35A ayat 2;
Pasal 36 ayat 1A;
Pasal 36 ayat 1B;
Pasal 36 ayat 1C;
Pasal 36 ayat 1D;
Pasal 36 ayat 1E;
Pasal 36A ayat 1;
Pasal 36A ayat 2;
Pasal 36A ayat 3;
Pasal 36A ayat 4;
Pasal 36A ayat 5;
Pasal 36B ayat 1;
Pasal 36B ayat 2;
Pasal 36B ayat 3;
Pasal 36D ayat 1;
Pasal 36D ayat 2;
Pasal 36D ayat 3;
Pasal 37A ayat 1;
Pasal 37A ayat 2;
Pasal 39A;
Pasal 41A;
Pasal 41C ayat 1;
Pasal 41C ayat 2;
Pasal 41C ayat 3;
Pasal 41C ayat 4;
Pasal 43A ayat 1;
Pasal 43A ayat 2;
Pasal 43A ayat 3;
Pasal 43A ayat 4;
Pasal 44B ayat 1;
Pasal 44B ayat 2;
Pasal 44B ayat 2 ayat V0;
Pasal 44B ayat 2 ayat V1;
Pasal 44B ayat 2 ayat V2;
Pasal 44B ayat 2 ayat V3"
uu28-2007.pdf,UU_2007_28,Q5,Q5.4,Apakah UU_1983_6 mengalami perubahan?,Ya
perda_kabupaten_bantul_nomor_30_tahun_2001_11e452bd05129450be6d313634303531.pdf,PERKAB_BANTUL_2001_30,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 1 dalam PERKAB_BANTUL_2000_1?,"4. Dinas Perhubungan adalah Dinas Perhubungan Kabupaten Bantul; 
 5. Kepala Dinas adalah Kepala Dinas Perhubungan Kabupaten Bantul;"
perda_kabupaten_bantul_nomor_30_tahun_2001_11e452bd05129450be6d313634303531.pdf,PERKAB_BANTUL_2001_30,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERKAB_BANTUL_2000_1?,
perda_kabupaten_bantul_nomor_30_tahun_2001_11e452bd05129450be6d313634303531.pdf,PERKAB_BANTUL_2001_30,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERKAB_BANTUL_2000_1?,
perda_kabupaten_bantul_nomor_30_tahun_2001_11e452bd05129450be6d313634303531.pdf,PERKAB_BANTUL_2001_30,Q5,Q5.4,Apakah PERKAB_BANTUL_2000_1 mengalami perubahan?,Ya
ojk7-2015bt.pdf,PERATURAN_OJK_2015_7,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 5 ayat 3 dalam PERATURAN_OJK_2014_4?,"Dalam hal sebagian atau seluruh keberatan sebagaimana
dimaksud pada ayat (1) ditolak seluruhnya, atau diterima
seluruhnya atau sebagian namun masih menimbulkan kewajiban
pembayaran denda bagi pemohon keberatan, pemohon keberatan
dimaksud wajib membayar Sanksi Administratif Berupa Denda
sesuai dengan nilai yang ditetapkan dalam surat tanggapan OJK
dalam jangka waktu paling lama 30 (tiga puluh) hari setelah
ditetapkannya surat tanggapan OJK atas permohonan keberatan."
ojk7-2015bt.pdf,PERATURAN_OJK_2015_7,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERATURAN_OJK_2014_4?,
ojk7-2015bt.pdf,PERATURAN_OJK_2015_7,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERATURAN_OJK_2014_4?,
ojk7-2015bt.pdf,PERATURAN_OJK_2015_7,Q5,Q5.4,Apakah PERATURAN_OJK_2014_4 mengalami perubahan?,Ya
bn1594-2017.pdf,PERMEN_AGAMA_2017_48,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 4 dalam PERMEN_AGAMA_2013_24?,"Organisasi Institut terdiri atas organ pengelola, organ 
pertimbangan, dan organ pengawasan."
bn1594-2017.pdf,PERMEN_AGAMA_2017_48,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_AGAMA_2013_24?,
bn1594-2017.pdf,PERMEN_AGAMA_2017_48,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_AGAMA_2013_24?,"Pasal 25A;
Pasal 25B;
Pasal 25C ayat 1;
Pasal 25C ayat 2;
Pasal 25D;
Pasal 25E;
Pasal 25F"
bn1594-2017.pdf,PERMEN_AGAMA_2017_48,Q5,Q5.4,Apakah PERMEN_AGAMA_2013_24 mengalami perubahan?,Ya
uu13-1997.pdf,UU_1997_13,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 82 ayat 2 dalam UU_1989_6?,"Permintaan Lisensi Wajib sebagaimana dimaksud dalam ayat (1)
hanya dapat dilakukan dengan alasan bahwa paten yang
bersangkutan tidak dilaksanakan di Indonesia oleh Pemegang
Paten padahal kesempatan untuk melaksanakannya secara
komersial sepatutnya ditempuh."
uu13-1997.pdf,UU_1997_13,Q5,Q5.2,Apa saja pasal yang dihapus dalam UU_1989_6?,
uu13-1997.pdf,UU_1997_13,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam UU_1989_6?,"Pasal 79 ayat 1A;
Pasal 82 ayat 2A;
Pasal 88 ayat 2A;
Pasal 122 ayat 1A;
Pasal 123A ayat 1;
Pasal 123A ayat 2;
Pasal 123A ayat 3;
Pasal 128A"
uu13-1997.pdf,UU_1997_13,Q5,Q5.4,Apakah UU_1989_6 mengalami perubahan?,Ya
bn304-2010.pdf,PERATURAN_KPU_2010_14,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 55 ayat 2 dalam PERATURAN_KPU_2009_69?,"Pelanggaran atas ketentuan pelaksanaan kampenye sebagaimana 
dimaksud dalam Pasal 53 ayat (1) huruf g, huruf h, dan huruf i, 
dikenakan sanksi dengan tahapan : 
a. peringatan tertulis apabila dilaksanakan Kampanye melanggara 
larangan walaupun belum terjadi gangguan; 
b. penghentian kegiatan Kampanye di tempat terjadinya pelanggaran 
atau di suatu daerah yang dapat mengakibatkan gangguan terhadap 
keamanan yang berpotensi menyebar ke daerah pemilihan lain."
bn304-2010.pdf,PERATURAN_KPU_2010_14,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERATURAN_KPU_2009_69?,
bn304-2010.pdf,PERATURAN_KPU_2010_14,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERATURAN_KPU_2009_69?,
bn304-2010.pdf,PERATURAN_KPU_2010_14,Q5,Q5.4,Apakah PERATURAN_KPU_2009_69 mengalami perubahan?,Ya
bn1160-2014.pdf,PERMEN_KP_2014_28,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 8 ayat 8 dalam PERMEN_KP_2013_17?,"Rekomendasi sebagaimana dimaksud pada ayat (1) atau ayat (2)
merupakan persyaratan bagi gubernur atau bupati/walikota
untuk menerbitkan Izin Lokasi Reklamasi dan Izin Pelaksanaan
Reklamasi."
bn1160-2014.pdf,PERMEN_KP_2014_28,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_KP_2013_17?,
bn1160-2014.pdf,PERMEN_KP_2014_28,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_KP_2013_17?,
bn1160-2014.pdf,PERMEN_KP_2014_28,Q5,Q5.4,Apakah PERMEN_KP_2013_17 mengalami perubahan?,Ya
pp18-2006.pdf,PP_2006_18,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 1 dalam PP_2005_69?,"Bagi pensiun Pegawai Negeri Sipil, pensiun Janda/Duda Pegawai
Negeri Sipil, pensiun yang diterimakan kepada anak, bagian
pensiun janda/anak (anak-anak) dan pensiun yang diterimakan
kepada orang tua yang dipensiun sebelum tanggal 1 Juli 2001,
setelah pensiun pokoknya disesuaikan menurut Peraturan
Pemerintah ini ternyata:
a. tidak mengalami kenaikan atau mengalami penurunan
penghasilan, kepadanya diberikan tambahan penghasilan
sebesar jumlah penurunan penghasilannya ditambah dengan
15 (lima belas persen) dari penghasilan;
b. mengalami kenaikan penghasilan kurang 15 (lima belas
persen) dari penghasilan, kepadanya diberikan tambahan
penghasilan sehingga kenaikan penghasilannya menjadi
sebesar 15 (lima belas persen)."
pp18-2006.pdf,PP_2006_18,Q5,Q5.2,Apa saja pasal yang dihapus dalam PP_2005_69?,
pp18-2006.pdf,PP_2006_18,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PP_2005_69?,
pp18-2006.pdf,PP_2006_18,Q5,Q5.4,Apakah PP_2005_69 mengalami perubahan?,Ya
pp18-2006.pdf,PP_2006_18,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 ayat 2 dalam PP_2005_69?,"Penghasilan sebagaimana dimaksud pada ayat (1) adalah
penghasilan yang diterima pada bulan Desember 2005, tidak
termasuk tunjangan pangan."
pp18-2006.pdf,PP_2006_18,Q5,Q5.2,Apa saja pasal yang dihapus dalam PP_2005_69?,
pp18-2006.pdf,PP_2006_18,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PP_2005_69?,
pp18-2006.pdf,PP_2006_18,Q5,Q5.4,Apakah PP_2005_69 mengalami perubahan?,Ya
bn2030-2014.pdf,PERMEN_ESDM_2014_40,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 4 dalam PERMEN_ESDM_2010_15?,"Peraturan Menteri ini mulai berlaku pada tanggal ditetapkan sampai
dengan tanggal 31 Desember 2019.
2. Mengubah Daftar Proyek pada Lampiran sebagaimana dimaksud
dalam Peraturan Menteri Energi dan Sumber Daya Mineral
Nomor 15 Tahun 2010 tentang Daftar Proyek-Proyek Percepatan
Pembangunan Pembangkit Tenaga Listrik yang Menggunakan
Energi Terbarukan, Batubara dan Gas serta Transmisi Terkait
sebagaimana telah tiga kali diubah terakhir dengan Peraturan
Menteri Energi dan Sumber Daya Mineral Nomor 32 Tahun 2014
menjadi sebagaimana tercantum dalam Lampiran I, Lampiran II,
Lampiran III, dan Lampiran IV yang merupakan bagian tidak
terpisahkan dari Peraturan Menteri ini."
bn2030-2014.pdf,PERMEN_ESDM_2014_40,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_ESDM_2010_15?,
bn2030-2014.pdf,PERMEN_ESDM_2014_40,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam PERMEN_ESDM_2010_15?,
bn2030-2014.pdf,PERMEN_ESDM_2014_40,Q5,Q5.4,Apakah PERMEN_ESDM_2010_15 mengalami perubahan?,Ya
uu11-1994.pdf,UU_1994_11,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 11 ayat 1 dalam UU_1983_8?,"Terutangnya pajak terjadi pada saat penyerahan Barang Kena 
Pajak atau pada saat penyerahan Jasa Kena Pajak atau pada saat 
impor Barang Kena Pajak atau pada saat lain yang ditetapkan 
oleh Menteri Keuangan."
uu11-1994.pdf,UU_1994_11,Q5,Q5.2,Apa saja pasal yang dihapus dalam UU_1983_8?,
uu11-1994.pdf,UU_1994_11,Q5,Q5.3,Apa saja pasal yang ditambahkan dalam UU_1983_8?,"Pasal 3A ayat 1;
Pasal 3A ayat 2;
Pasal 3A ayat 3;
Pasal 4A;
Pasal 5A;
Pasal 16A ayat 1;
Pasal 16A ayat 2;
Pasal 16B ayat 1;
Pasal 16B ayat 2;
Pasal 16B ayat 3;
Pasal 16C;
Pasal 16D"
uu11-1994.pdf,UU_1994_11,Q5,Q5.4,Apakah UU_1983_8 mengalami perubahan?,Ya
bn37-2008.pdf,PERMEN_PERIN_8_62,Q5,Q5.1,Bagaimana perubahan bunyi Pasal 3 dalam PERMEN_PERIN_7_43?,"Industri Manufaktur sebagaimana dimaksud dalam Pasal 2 ayat 
(1) huruf a sesuai dengan KBLI 5 (lima) digit sebagaimana 
tercantum dalam Lampiran Peraturan Menteri dimaksud diubah 
menjadi sebagaimana tercantum dalam Lampiran Peraturan 
Menteri ini."
bn37-2008.pdf,PERMEN_PERIN_8_62,Q5,Q5.2,Apa saja pasal yang dihapus dalam PERMEN_PERIN_7_43?,
