filename,reg_id,type1,type2,Q,A,nQ
bn1901-2014.pdf,PERMEN_HUB_2014_77,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 77 Tahun 2014?,"UU_2009_1;
PERPRES_2010_24;
PERMEN_HUB_2010_60",6
bn1901-2014.pdf,PERMEN_HUB_2014_77,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 77 Tahun 2014?,"UU_2009_1;
PERPRES_2010_24;
PERMEN_HUB_2010_60",6
bn1912-2014.pdf,PERMEN_HUB_2014_79,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 79 Tahun 2014?,"UU_2001_22;
UU_2008_17;
PP_2002_51;
PP_2009_61;
PP_2010_20;
PP_2010_21;
PERPRES_2009_47;
PERPRES_2010_24;
PERPRES_2014_165;
PERMEN_HUB_2010_60;
PERMEN_HUB_2014_10",3
bn1916-2014.pdf,PERMEN_HUB_2014_80,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 80 Tahun 2014?,"UU_2003_17;
UU_2004_1;
UU_2004_33;
UU_2004_15;
PP_2004_21;
PP_2005_23;
PP_2009_6;
PP_2013_45;
PP_2014_27;
PERPRES_2010_54;
PERMEN_HUB_2009_6;
PERMEN_HUB_2010_60",3
bn1931-2014.pdf,PERMEN_HUB_2014_84,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 84 Tahun 2014?,"UU_2003_20;
UU_2008_17;
UU_2008_39;
PP_2012_51;
PERPRES_2009_47;
PERPRES_2010_24;
PERMEN_HUB_2007_52;
PERMEN_HUB_2010_60;
PERMEN_HUB_2013_70;
PERMEN_HUB_2013_72;
PERMEN_HUB_2013_91;
PERMEN_HUB_2013_106;
;",3
bn1932-2014.pdf,PERMEN_HUB_2014_85,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 85 Tahun 2014?,"UU_2003_20;
UU_2008_17;
UU_2008_39;
PP_2012_51;
PERPRES_2009_47;
PERPRES_2010_24;
PERMEN_HUB_2007_52;
PERMEN_HUB_2010_60;
PERMEN_HUB_2013_70;
PERMEN_HUB_2013_72;
PERMEN_HUB_2013_91;
PERMEN_HUB_2013_106;
;",6
bn1932-2014.pdf,PERMEN_HUB_2014_85,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 85 Tahun 2014?,"UU_2003_20;
UU_2008_17;
UU_2008_39;
PP_2012_51;
PERPRES_2009_47;
PERPRES_2010_24;
PERMEN_HUB_2007_52;
PERMEN_HUB_2010_60;
PERMEN_HUB_2013_70;
PERMEN_HUB_2013_72;
PERMEN_HUB_2013_91;
PERMEN_HUB_2013_106;
;",6
bn293-2015.pdf,PERMEN_HUB_2015014_41,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 41 Tahun 2015014?,"UU_2009_1;
PERPRES_2010_24;
PERPRES_2015_7;
PERMEN_HUB_2008_25;
PERMEN_HUB_2010_60",3
bn1740-2015.pdf,PERMEN_HUB_20152014_167,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 167 Tahun 20152014?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2011_41;
PERMEN_HUB_2015_22;
PERMEN_HUB_2015_33;
PERMEN_HUB_2015_55;
PERMEN_HUB_2015_92;
PERMEN_HUB_2015_127",3
bn87-2015.pdf,PERMEN_HUB_2015_10,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 10 Tahun 2015?,"UU_2001_22;
UU_2008_17;
PP_2002_51;
PP_2009_61;
PP_2010_20;
PP_2010_21;
PERPRES_2009_47;
PERPRES_2010_24;
PERPRES_2014_165;
PERMEN_HUB_2010_60;
PERMEN_HUB_2014_10;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
PERMEN_HUB_2014_10;
;
;
;
UU_2001_22;
UU_2008_17;
PP_2002_51;
PP_2009_61;
PP_2010_20;
PP_2010_21;
PERPRES_2009_47;
PERPRES_2010_24;
PERPRES_2014_165;
PERMEN_HUB_2010_60;
PERMEN_HUB_2014_10;",3
bn1539-2015.pdf,PERMEN_HUB_2015_146,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 146 Tahun 2015?,"UU_2014_23;
UU_2008_17;
UU_2007_25;
PP_2000_25;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2012_34;
PERMEN_HUB_2012_35;
PERMEN_HUB_2013_93;
PERMEN_HUB_2015_74;
PERMEN_HUB_2015_78",3
bn1633-2015.pdf,PERMEN_HUB_2015_156,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 156 Tahun 2015?,"PP_2009_56;
PP_2009_72;
PERPRES_2015_7;
PERPRES_2012_53;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2012_67;
PERMEN_HUB_2014_78;",3
bn1639-2015.pdf,PERMEN_HUB_2015_166,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 166 Tahun 2015?,"UU_2008_17;
PP_2009_61;
PP_2010_5;
PP_2010_20;
PP_2010_21;
PERPRES_2015_7;
PERPRES_2015_38;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2015_15;
PERMEN_HUB_2015_51",3
bn1641-2015.pdf,PERMEN_HUB_2015_170,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 170 Tahun 2015?,"UU_2008_17;
PP_2010_20;
PP_2009_61;
PP_2015_11;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2014_16",3
bn1770-2015.pdf,PERMEN_HUB_2015_177,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 177 Tahun 2015?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2008_25;
PERMEN_HUB_2010_60;
PERMEN_HUB_2015_13",3
bn1784-2015.pdf,PERMEN_HUB_2015_181,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 181 Tahun 2015?,"UU_2014_5;
UU_2003_17;
PP_1976_24;
PP_1977_7;
PP_2010_53;
PP_2011_46;
PERMEN_HUB_2010_60",3
bn1825-2015.pdf,PERMEN_HUB_2015_187,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 187 Tahun 2015?,"UU_2009_1;
PERPRES_2009_47;
PERPRES_2010_24;
PERMEN_HUB_2010_60;
PERMEN_HUB_2010_83;
PERMEN_HUB_2013_69",3
bn1864-2015.pdf,PERMEN_HUB_2015_192,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 192 Tahun 2015?,"UU_2008_11;
UU_2008_17;
PP_2009_61;
PP_2010_20;
PERPRES_2008_10;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2012_34;
PERMEN_HUB_2012_35;
PERMEN_HUB_2012_36;
PERMEN_HUB_2015_157",3
bn2017-2015.pdf,PERMEN_HUB_2015_195,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 195 Tahun 2015?,"PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2015_19;
;",3
bn2007-2015.pdf,PERMEN_HUB_2015_196,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 196 Tahun 2015?,"UU_2007_23;
PP_2009_56;
PP_2009_72;
PERPRES_2015_40;
PERPRES_2014_13;
PERPRES_2015_124;
PERMEN_HUB_2015_48",3
bn2003-2015.pdf,PERMEN_HUB_2015_200,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 200 Tahun 2015?,"UU_2001_22;
UU_2008_17;
PP_2002_51;
PP_2009_61;
PP_2010_20;
PP_2010_21;
PP_2015_11;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2013_93;
PERMEN_HUB_2014_10;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
PERMEN_HUB_2014_10;
;
;
;
UU_2001_22;
UU_2008_17;
PP_2002_51;
PP_2009_61;
PP_2010_20;
PP_2010_21;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_60;
PERMEN_HUB_2013_93;
PERMEN_HUB_2014_10;",3
bn1378-2016.pdf,PERMEN_HUB_2016_109,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 109 Tahun 2016?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2008_25;
PERMEN_HUB_2013_69;
PERMEN_HUB_2015_189",3
bn1489-2016.pdf,PERMEN_HUB_2016_118,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 118 Tahun 2016?,"UU_2009_1;
PP_2001_3;
PERPRES_2015_40;
PERMEN_HUB_2011_60;
PERMEN_HUB_2013_69;
PERMEN_HUB_2014_39;
PERMEN_HUB_2014_40;
PERMEN_HUB_2015_189;
;",3
bn81-2016.pdf,PERMEN_HUB_2016_12,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 12 Tahun 2016?,"UU_2000_25;
UU_2007_25;
UU_2008_17;
UU_2014_23;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_62;
PERMEN_HUB_2012_34;
PERMEN_HUB_2012_35;
PERMEN_HUB_2012_36;
PERMEN_HUB_2013_93;
PERMEN_HUB_2015_74;
PERMEN_HUB_2015_189",3
bn1526-2016.pdf,PERMEN_HUB_2016_123,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 123 Tahun 2016?,"UU_2008_17;
UU_2009_10;
PP_2009_61;
PP_2010_5;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERPRES_2015_105;
PERMEN_HUB_2015_189;
PERMEN_HUB_2013_93;
PERMEN_HUB_2015_171",3
bn1552-2016.pdf,PERMEN_HUB_2016_124,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 124 Tahun 2016?,"UU_1997_20;
UU_2003_17;
UU_2007_23;
PP_1997_22;
PP_2009_29;
PP_2009_56;
PP_2009_72;
PP_2016_15;
PERPRES_2009_47;
PERPRES_2010_24;
PERMEN_HUB_2014_64;
PERMEN_HUB_2014_65;
PERMEN_KEU_2014_32;",6
bn1552-2016.pdf,PERMEN_HUB_2016_124,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 124 Tahun 2016?,"UU_1997_20;
UU_2003_17;
UU_2007_23;
PP_1997_22;
PP_2009_29;
PP_2009_56;
PP_2009_72;
PP_2016_15;
PERPRES_2009_47;
PERPRES_2010_24;
PERMEN_HUB_2014_64;
PERMEN_HUB_2014_65;
PERMEN_KEU_2014_32;",6
bn1535-2016.pdf,PERMEN_HUB_2016_130,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 130 Tahun 2016?,"UU_2000_25;
UU_2007_25;
UU_2008_17;
UU_2014_23;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2010_62;
PERMEN_HUB_2012_34;
PERMEN_HUB_2012_35;
PERMEN_HUB_2012_36;
PERMEN_HUB_2013_93;
PERMEN_HUB_2015_74;
PERMEN_HUB_2015_189",3
bn1870-2016.pdf,PERMEN_HUB_2016_140,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 140 Tahun 2016?,"UU_2008_17;
PP_2000_7;
PERPRES_2012_8;
PERPRES_2015_40;
PERPRES_2015_7;
PERMEN_HUB_2013_70;
PERMEN_HUB_2015_189",3
bn1721-2016.pdf,PERMEN_HUB_2016_141,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 141 Tahun 2016?,"UU_2003_17;
UU_2004_1;
UU_2004_15;
PP_2000_28;
PP_2000_29;
PP_2000_30;
PERPRES_2015_4;
PERMEN_HUB_2009_6;
PERMEN_HUB_2011_58;
PERMEN_HUB_2011_59;
PERMEN_HUB_2013_55;
PERMEN_HUB_2014_28;
PERATURAN_LKPP_2012_15;
PERMEN_HUB_2015_189",3
bn1684-2016.pdf,PERMEN_HUB_2016_142,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 142 Tahun 2016?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2011_41;
PERMEN_HUB_2015_22;
PERMEN_HUB_2015_59",3
bn1867-2016.pdf,PERMEN_HUB_2016_146,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 146 Tahun 2016?,"UU_2008_17;
PP_2009_61;
PP_2010_20;
PERPRES_2007_90;
PERPRES_2014_97;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_3;
PERMEN_HUB_2015_189",3
bn1954-2016.pdf,PERMEN_HUB_2016_150,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 150 Tahun 2016?,"UU_2008_17;
PP_2009_61;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERPRES_2016_2;
PERMEN_HUB_2013_93;
PERMEN_HUB_2015_189",3
bn1914-2016.pdf,PERMEN_HUB_2016_151,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 151 Tahun 2016?,"UU_2007_23;
PP_2009_56;
PP_2009_72;
PERPRES_2012_53;
PERMEN_HUB_2013_56;
PERMEN_HUB_2014_69;
PERMEN_HUB_2016_68",3
bn472-2016.pdf,PERMEN_HUB_2016_26,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 26 Tahun 2016?,"UU_2008_17;
PP_2009_61;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2013_93;
PERMEN_HUB_2015_182;
PERMEN_HUB_2015_189",3
bn61-2016.pdf,PERMEN_HUB_2016_4,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 4 Tahun 2016?,"UU_2008_17;
UU_2003_19;
UU_2014_7;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERPRES_2015_106;
PERMEN_HUB_2015_161;
PERMEN_HUB_2015_189",6
bn61-2016.pdf,PERMEN_HUB_2016_4,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 4 Tahun 2016?,"UU_2008_17;
UU_2003_19;
UU_2014_7;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERPRES_2015_106;
PERMEN_HUB_2015_161;
PERMEN_HUB_2015_189",6
bn559-2016.pdf,PERMEN_HUB_2016_40,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 40 Tahun 2016?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2008_25;
PERMEN_HUB_2015_12;
PERMEN_HUB_2015_13;
PERMEN_HUB_2015_30;
PERMEN_HUB_2015_189",3
bn634-2016.pdf,PERMEN_HUB_2016_46,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 46 Tahun 2016?,"UU_2009_22;
UU_2011_1;
PP_2014_88;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_75;
PERMEN_HUB_2015_189;",3
bn784-2016.pdf,PERMEN_HUB_2016_62,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 62 Tahun 2016?,"UU_2014_5;
PERPRES_2015_133;
PERMEN_PANRB_2011_34;
PERMEN_HUB_2011_101;
PERMEN_PANRB_2013_39;
PERMEN_HUB_2015_189;
;",3
bn799-2016.pdf,PERMEN_HUB_2016_64,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 64 Tahun 2016?,"UU_2007_23;
PP_2009_72;
PERPRES_2010_24;
PERPRES_2012_53;
PERMEN_HUB_2010_60;
PERMEN_HUB_2015_48",3
bn64-2016.pdf,PERMEN_HUB_2016_7,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 7 Tahun 2016?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2014_45;
;
PERMEN_HUB_2015_152;
PERMEN_HUB_2008_25;
PERMEN_HUB_2013_28;
PERMEN_HUB_2015_45;
PERMEN_HUB_2015_59;
PERMEN_HUB_2015_62;
PERMEN_HUB_2015_94;
PERMEN_HUB_2015_160;
PERMEN_HUB_2015_189;",3
bn965-2016.pdf,PERMEN_HUB_2016_71,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 71 Tahun 2016?,"UU_2008_17;
PP_2009_61;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_15;
PERMEN_HUB_2011_51;
PERMEN_HUB_2015_189",3
bn966-2016.pdf,PERMEN_HUB_2016_74,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 74 Tahun 2016?,"UU_2008_17;
UU_2014_23;
PP_2009_61;
PP_2010_20;
PERPRES_2007_90;
PERPRES_2014_97;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2013_93;
PERMEN_HUB_2015_3;
PERMEN_HUB_2015_189",3
bn949-2016.pdf,PERMEN_HUB_2016_75,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 75 Tahun 2016?,"UU_2009_22;
PERMEN_HUB_2015_75;",3
bn1012-2016.pdf,PERMEN_HUB_2016_86,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 86 Tahun 2016?,"PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2012_48;
PERMEN_HUB_2015_189;
PERMEN_HUB_2016_3;
;",3
bn1080-2016.pdf,PERMEN_HUB_2016_91,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 91 Tahun 2016?,"UU_2009_1;
PP_2012_40;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2009_25;
PERMEN_HUB_2011_41;
PERMEN_HUB_2015_22;
PERMEN_HUB_2015_30;
PERMEN_HUB_2015_55;
PERMEN_HUB_2015_56;
PERMEN_HUB_2015_174",3
bn1070-2016.pdf,PERMEN_HUB_2016_92,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 92 Tahun 2016?,"UU_2009_1;
PP_2012_40;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2009_25;
PERMEN_HUB_2013_69;
PERMEN_HUB_2015_30;
PERMEN_HUB_2015_55;
PERMEN_HUB_2015_77;
PERMEN_HUB_2015_174;
PERMEN_HUB_2015_189",3
bn297-2017.pdf,PERMEN_HUB_2017_11,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 11 Tahun 2017?,"UU_2009_22;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_75;
PERMEN_HUB_2015_189;",3
bn1791-2017.pdf,PERMEN_HUB_2017_115,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 115 Tahun 2017?,"UU_2001_22;
UU_2008_17;
PP_2002_51;
PP_2010_20;
PP_2016_15;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2013_93;
PERMEN_HUB_2016_77;
PERMEN_HUB_2016_100",3
bn1891-2017.pdf,PERMEN_HUB_2017_117,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 117 Tahun 2017?,"UU_2007_23;
UU_2008_17;
UU_2008_39;
UU_2009_1;
UU_2009_22;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_189",3
bn433-2017.pdf,PERMEN_HUB_2017_21,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 21 Tahun 2017?,"UU_2014_5;
PP_1977_7;
PP_2000_100;
PP_2003_9;
PP_2010_53;
PERPRES_2015_40;
PERMEN_HUB_2012_46;
PERMEN_HUB_2012_48;
PERMEN_HUB_2015_81;
PERMEN_HUB_2015_189;
PP_2000_99;",3
bn540-2017.pdf,PERMEN_HUB_2017_25,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 25 Tahun 2017?,"UU_2008_17;
PP_2009_61;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2012_35;
PERMEN_HUB_2013_93",3
bn541-2017.pdf,PERMEN_HUB_2017_27,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 27 Tahun 2017?,"UU_2007_23;
PP_2009_56;
PP_2009_72;
PERPRES_2015_124;
PERMEN_HUB_2013_197;
PERMEN_HUB_2014_69",3
bn680-2017.pdf,PERMEN_HUB_2017_37,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 37 Tahun 2017?,"UU_2014_5;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2013_72;
PERMEN_HUB_2015_124;
PERMEN_HUB_2015_125;
PERMEN_HUB_2015_189",3
bn732-2017.pdf,PERMEN_HUB_2017_38,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 38 Tahun 2017?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_189",3
bn816-2017.pdf,PERMEN_HUB_2017_44,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 44 Tahun 2017?,"UU_2007_23;
UU_2008_17;
UU_2008_39;
UU_2009_1;
UU_2009_22;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_189",3
bn817-2017.pdf,PERMEN_HUB_2017_45,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 45 Tahun 2017?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2008_25;
PERMEN_HUB_2015_189",3
bn1093-2017.pdf,PERMEN_HUB_2017_57,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 57 Tahun 2017?,"UU_2009_1;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2009_17",3
bn190-2017.pdf,PERMEN_HUB_2017_7,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 7 Tahun 2017?,"UU_2003_19;
UU_2008_17;
UU_2014_7;
PP_2010_20;
PP_2016_15;
PERPRES_2015_7;
PERPRES_2015_40;
PERPRES_2015_106;
PERMEN_HUB_2015_161;
PERMEN_HUB_2015_189",3
bn1554-2018.pdf,PERMEN_HUB_2018_107,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 107 Tahun 2018?,"UU_2003_17;
UU_2004_1;
UU_2004_15;
UU_2008_39;
PP_2005_23;
PP_2010_71;
PP_2014_27;
PERPRES_2015_40;
PERMEN_HUB_2014_43;
PERMEN_KEU_2015_217;
PERMEN_HUB_2015_189;
PERMEN_KEU_2016_220",3
bn1582-2018.pdf,PERMEN_HUB_2018_108,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 108 Tahun 2018?,"UU_2008_39;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2015_189",3
bn1504-2018.pdf,PERMEN_HUB_2018_109,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 109 Tahun 2018?,"UU_2008_17;
PP_2010_20;
PERPRES_2015_7;
PERPRES_2015_40;
PERPRES_2017_70;
PERMEN_HUB_2013_93",3
bn1557-2018.pdf,PERMEN_HUB_2018_112,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 112 Tahun 2018?,"UU_2008_39;
UU_2009_43;
PP_2012_28;
PERPRES_2015_7;
PERPRES_2015_40;
PERATURAN_ANRI_2012_19;
PERATURAN_ANRI_2014_2;
PERMEN_HUB_2015_189",3
bn1579-2018.pdf,PERMEN_HUB_2018_114,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 114 Tahun 2018?,"UU_2003_17;
UU_2008_39;
PP_1977_7;
PP_2010_53;
PP_2011_46;
PP_2017_11;
PERPRES_2015_7;
PERPRES_2015_40;
PERPRES_2015_103;
PERPRES_2018_119;
PERMEN_HUB_2012_48;
PERMEN_HUB_2014_90;
PERMEN_HUB_2015_189;
PERMEN_HUB_2018_110;
PERMEN_HUB_2017_76;
PERATURAN_BKN_2017_24",3
bn1684-2018.pdf,PERMEN_HUB_2018_116,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 116 Tahun 2018?,"UU_2008_39;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2013_55;
PERMEN_HUB_2015_189",3
bn344-2018.pdf,PERMEN_HUB_2018_19,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 19 Tahun 2018?,"UU_2014_5;
PP_2017_11;
PERPRES_2015_7;
PERPRES_2015_40;
PERMEN_HUB_2013_72;
PERMEN_HUB_2015_199;
PERMEN_HUB_2015_189",3
